,Name,StandardSmiles
6129,"5-(2,5-DICHLOROPHENYL)-2-FUROIC ACID",O=C(O)c1ccc(-c2cc(Cl)ccc2Cl)o1
6130,5-[2-(TRIFLUOROMETHYL)PHENYL]-2-FUROIC ACID,O=C(O)c1ccc(-c2ccccc2C(F)(F)F)o1
6131,"3-[(1E,7E)-8-(2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)-3,6-dioxa-2,7-diazaocta-1,7-dien-1-yl]benzoic acid",O=C(O)c1cccc(/C=N/OCCO/N=C/c2cc(=O)[nH]c(=O)[nH]2)c1
6132,"(2R)-1-[4-({6-[(2,6-Difluorophenyl)amino]-4-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol",CN(C)C[C@@H](O)COc1ccc(Nc2cc(Nc3c(F)cccc3F)ncn2)cc1
6133,4-(N-ACETYLAMINO)-3-[N-(2-ETHYLBUTANOYLAMINO)]BENZOIC ACID,CCC(CC)C(=O)Nc1cc(C(=O)O)ccc1NC(C)=O
6134,"(5S)-3-ANILINO-5-(2,4-DIFLUOROPHENYL)-5-METHYL-1,3-OXAZOLIDINE-2,4-DIONE",C[C@@]1(c2ccc(F)cc2F)OC(=O)N(Nc2ccccc2)C1=O
6135,Fluorescin,O=C(O)c1ccccc1C1c2ccc(O)cc2Oc2cc(O)ccc21
6136,"METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL](METHYL)AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE",COC(=O)C1CCN(C(=O)c2ccc(N(C)Cc3cnc4nc(N)nc(N)c4n3)cc2)CC1
6137,"(2Z,3E)-2,3'-biindole-2',3(1H,1'H)-dione 3-{O-[(3R)-3,4-dihydroxybutyl]oxime}",O=C1N=c2ccccc2=C1c1[nH]c2ccccc2c1NOCC[C@@H](O)CO
6138,Ferulic acid,COc1cc(C=CC(=O)O)ccc1O
6139,Epitestosterone,C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@H]2O
6140,S-3-(4-FLUOROPHENOXY)-2-HYDROXY-2-METHYL-N-[4-NITRO-3-(TRIFLUOROMETHYL)PHENYL]PROPANAMIDE,C[C@](O)(COc1ccc(F)cc1)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
6141,5-(4-FLUOROPHENYL)-3-{[(4-METHYLPHENYL)SULFONYL]AMINO}THIOPHENE-2-CARBOXYLIC ACID,Cc1ccc(S(=O)(=O)Nc2cc(-c3ccc(F)cc3)sc2C(=O)O)cc1
6142,"[(3,7,11-TRIMETHYL-DODECA-2,6,10-TRIENYLOXYCARBAMOYL)-METHYL]-PHOSPHONIC ACID",CC(C)=CCCC(C)=CCCC(C)=CCONC(=O)CP(=O)(O)O
6143,"(1R)-1-{[(4'-methoxy-1,1'-biphenyl-4-yl)sulfonyl]amino}-2-methylpropylphosphonic acid",COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1
6144,5-FLUOROINDOLE PROPANOL PHOSPHATE,Fc1ccc2[nH]ccc2c1
6145,"3',5'-DIBROMO-2',4,4',6'-TETRAHYDROXY AURONE",O=C1C(=Cc2cc(Br)c(O)c(Br)c2O)Oc2cc(O)cc(O)c21
6146,Flavone,O=c1cc(-c2ccccc2)oc2ccccc12
6147,(S)-famoxadone,C[C@@]1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O
6148,N-({(2S)-1-[(3R)-3-AMINO-4-(2-FLUOROPHENYL)BUTANOYL]PYRROLIDIN-2-YL}METHYL)BENZAMIDE,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1ccccc1)Cc1ccccc1F
6149,Farnesyl diphosphate,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O
6150,N-[[3-FLUORO-4-ETHOXY-PYRID-2-YL]ETHYL]-N'-[5-NITRILOMETHYL-PYRIDYL]-THIOUREA,CCOc1ccnc(CCNC(=S)Nc2ccc(C#N)cn2)c1F
6151,4-AMINO-2-TRIFLUOROMETHYL-5-HYDROXYMETHYLPYRIMIDINE PYROPHOSPHATE,Nc1nc(C(F)(F)F)ncc1CO
6152,1-((1R)-1-(HYDROXYMETHYL)-3-{6-[(3-PHENYLPROPANOYL)AMINO]-1H-INDOL-1-YL}PROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE,NC(=O)c1cn([C@@H](CO)CCn2ccc3ccc(NC(=O)CCc4ccccc4)cc32)cn1
6153,"[4-(4-ACETYLAMINO-PHENYL)-3,5-DIOXO-4-AZA-TRICYCLO[5.2.2.0 2,6]UNDEC-1-YLCARBAMOYLOXY]-ACETIC ACID",CC(=O)Nc1ccc(-n2c(O)c3c(c2O)C2(NC(=O)OCC(=O)O)CCC3CC2)cc1
6154,"1-{(1R,2S)-2-HYDROXY-1-[2-(2-NAPHTHYLOXY)ETHYL]PROPYL}-1H-IMIDAZONE-4-CARBOXAMIDE",C[C@H](O)[C@@H](CCOc1ccc2ccccc2c1)n1cnc(C(N)=O)c1
6155,"1-((1R,2S)-1-{2-[2-(4-CHLOROPHENYL)-1,3-BENZOXAZOL-7-YL]ETHYL}-2-HYDROXYPROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE",C[C@H](O)[C@@H](CCc1cccc2nc(-c3ccc(Cl)cc3)oc12)n1cnc(C(N)=O)c1
6156,"5-FLUORO-1-[4-(4-PHENYL-3,6-DIHYDROPYRIDIN-1(2H)-YL)BUTYL]QUINAZOLINE-2,4(1H,3H)-DIONE",O=c1[nH]c(=O)n(CCCCN2CC=C(c3ccccc3)CC2)c2cccc(F)c12
6158,"1-[5-Methyl-2-(trifluoromethyl)furan-3-yl]-3-[5-[2-[[6-(1H-1,2,4-triazol-5-ylamino)pyrimidin-4-yl]amino]ethyl]-1,3-thiazol-2-yl]urea",Cc1cc(NC(=O)Nc2ncc(CCNc3cc(Nc4nc[nH]n4)ncn3)s2)c(C(F)(F)F)o1
6159,N-(2-METHOXYETHYL)-4-({4-[2-METHYL-1-(1-METHYLETHYL)-1H-IMIDAZOL-5-YL]PYRIMIDIN-2-YL}AMINO)BENZENESULFONAMIDE,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1
6160,4-{[4-(1-CYCLOPROPYL-2-METHYL-1H-IMIDAZOL-5-YL)PYRIMIDIN-2-YL]AMINO}-N-METHYLBENZENESULFONAMIDE,CNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C3CC3)n2)cc1
6161,"(S)-2-CHLORO-N-(1-(2-(2-HYDROXYETHYLAMINO)-2-OXOETHYL)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL)-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NCCO
6162,"(2S)-N-[(3S)-1-(2-AMINO-2-OXOETHYL)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL]-2-CHLORO-2H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",NC(=O)CN1C(=O)C(=NC(=O)c2cc3c([nH]2)S[C@@H](Cl)C3)Cc2ccccc21
6163,"5-(2-PHENYLPYRAZOLO[1,5-A]PYRIDIN-3-YL)-1H-PYRAZOLO[3,4-C]PYRIDAZIN-3-AMINE",Nc1[nH]nc2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12
6165,"(3ASR,4RS,8ASR,8BRS)-4-(2-(4-FLUOROBENZYL)-1,3-DIOXODEACAHYDROPYRROLO[3,4-A] PYRROLIZIN-4-YL)BENZAMIDINE",N=C(N)c1ccc([C@H]2c3c(c(O)n(Cc4ccc(F)cc4)c3O)[C@@H]3CCCN23)cc1
6166,N-[[3-FLUORO-4-ETHOXY-PYRID-2-YL]ETHYL]-N'-[5-CHLORO-PYRIDYL]-THIOUREA,CCOc1ccnc(CCNC(=S)Nc2ccc(Cl)cn2)c1F
6167,"(3R)-3-(FLUOROMETHYL)-N-(3,3,3-TRIFLUOROPROPYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE",O=S(=O)(NCCC(F)(F)F)c1ccc2c(c1)CN[C@@H](CF)C2
6168,N-(2-(((5-CHLORO-2-PYRIDINYL)AMINO)SULFONYL)PHENYL)-4-(2-OXO-1(2H)-PYRIDINYL)BENZAMIDE,O=C(Nc1ccccc1S(=O)(=O)Nc1ccc(Cl)cn1)c1ccc(-n2ccccc2=O)cc1
6169,N-butyl-3-{[6-(9H-purin-6-ylamino)hexanoyl]amino}benzamide,CCCCNC(=O)c1cccc(NC(=O)CCCCCNc2ncnc3[nH]cnc23)c1
6170,"3,8-DIBROMO-7-HYDROXY-4-METHYL-2H-CHROMEN-2-ONE",Cc1c(Br)c(=O)oc2c(Br)c(O)ccc12
6171,2-phenyl-1H-imidazole-4-carboxylic acid,O=C(O)c1c[nH]c(-c2ccccc2)n1
6172,"5-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1H-1,2,4-TRIAZOLE-3-SULFONAMIDE",CC(C(=O)N1CCOCC1)N1CCC(NS(=O)(=O)c2n[nH]c(-c3ccc(Cl)s3)n2)C1=O
6173,"3-CHLORO-2,2-DIMETHYL-N-[4-(TRIFLUOROMETHYL)PHENYL]PROPANAMIDE",CC(C)(CCl)C(=O)Nc1ccc(C(F)(F)F)cc1
6174,"(2R,4S)-2-[(R)-BENZYLCARBAMOYL-PHENYLACETYL-METHYL]-5,5-DIMETHYL-THIAZOLIDINE-4-CARBOXYLIC ACID",CC1(C)S[C@H](C(C(=O)Cc2ccccc2)C(=O)NCc2ccccc2)NC1C(=O)O
6175,"(3R,4R,5R)-5-(HYDROXYMETHYL)-1-(3-PHENYLPROPYL)PIPERIDINE-3,4-DIOL",OC[C@H]1CN(CCCc2ccccc2)C[C@@H](O)[C@@H]1O
6176,"(1S,2R)-2-[(2,5-difluorophenyl)carbamoyl]cyclopropanecarboxylic acid",O=C(O)C1CC1C(=O)Nc1cc(F)ccc1F
6177,4-({[4-(3-METHYLBENZOYL)PYRIDIN-2-YL]AMINO}METHYL)BENZENECARBOXIMIDAMIDE,Cc1cccc(C(=O)c2ccnc(NCc3ccc(C(=N)N)cc3)c2)c1
6178,Phloretin,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O
6179,"N-cyclopropyl-2',6-dimethyl-4'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-3-carboxamide",Cc1nnc(-c2ccc(-c3cc(C(=O)NC4CC4)ccc3C)c(C)c2)o1
6180,"N-[(1S)-2-amino-1-phenylethyl]-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide",NC[C@@H](NC(=O)c1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1
6181,GLYCYLALANYL-N-2-NAPHTHYL-L-PROLINEAMIDE,CC(NC(=O)CN)C(=O)N1CCCC1C(=O)Nc1ccc2ccccc2c1
6182,Gibberellic acid,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)C(C)(C(=O)O1)[C@H]2C3C(=O)O
6183,Gibberellin A4,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)C(C)(C(=O)O1)[C@H]2C3C(=O)O
6184,N-(P-CYANOPHENYL)-N'-DIPHENYLMETHYL-GUANIDINE-ACETIC ACID,N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccccc2)cc1
6185,"1-{3-[(4-pyridin-2-ylpiperazin-1-yl)sulfonyl]phenyl}-3-(1,3-thiazol-2-yl)urea",O=C(Nc1cccc(S(=O)(=O)N2CCN(c3ccccn3)CC2)c1)Nc1nccs1
6186,"(2E)-3-(2,4-DICHLOROPHENYL)-N-HYDROXYACRYLAMIDE",ON=C(O)/C=C/c1ccc(Cl)cc1Cl
6187,(2E)-3-(4-CHLOROPHENYL)-N-HYDROXYACRYLAMIDE,ON=C(O)/C=C/c1ccc(Cl)cc1
6188,"6-(3',5'-DIMETHYLBENZYL)-1-ETHOXYMETHYL-5-ISOPROPYLURACIL",CCOCn1c(Cc2cc(C)cc(C)c2)c(C(C)C)c(=O)[nH]c1=O
6189,"(1R)-1,2,2-trimethylpropyl (R)-methylphosphinate",C[C@@H](O[PH](C)=O)C(C)(C)C
6190,"(2S)-2-[(3aR,4R,7S,7aS)-1,3-dioxooctahydro-2H-4,7-methanoisoindol-2-yl]propanoic acid",CC(C(=O)O)n1c(O)c2c(c1O)[C@H]1CC[C@@H]2C1
6191,"4-ethyl-5-methyl-2-(1H-tetrazol-5-yl)-1,2-dihydro-3H-pyrazol-3-one",CCc1c(C)[nH]n(-c2nn[nH]n2)c1=O
6192,(3S)-1-(4-acetylphenyl)-5-oxopyrrolidine-3-carboxylic acid,CC(=O)c1ccc(N2CC(C(=O)O)CC2=O)cc1
6193,2-[4-chloro-2-(phenylcarbonyl)phenoxy]-N-phenylacetamide,O=C(COc1ccc(Cl)cc1C(=O)c1ccccc1)Nc1ccccc1
6194,"4-{[1-METHYL-2,4-DIOXO-6-(3-PHENYLPROP-1-YN-1-YL)-1,4-DIHYDROQUINAZOLIN-3(2H)-YL]METHYL}BENZOIC ACID",Cn1c(=O)n(Cc2ccc(C(=O)O)cc2)c(=O)c2cc(C#CCc3ccccc3)ccc21
6195,4-[3-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL]PYRIDINE,Fc1ccc(-c2[nH]ncc2-c2ccncc2)cc1
6196,"(4R,5R)-5-AMINO-1-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-4-(2,4,5-TRIFLUOROPHENYL)PIPERIDIN-2-ONE",N[C@H]1CN(CCc2ccc3c(c2)OCO3)C(=O)C[C@@H]1c1cc(F)c(F)cc1F
6197,"2-{[(6-OXO-1,6-DIHYDROPYRIDIN-3-YL)METHYL]AMINO}-N-[4-PROPYL-3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE",CCCc1ccc(NC(=O)c2ccccc2NCc2ccc(=O)[nH]c2)cc1C(F)(F)F
6198,"4-{4-[(5-hydroxy-2-methylphenyl)amino]quinolin-7-yl}-1,3-thiazole-2-carbaldehyde",Cc1ccc(O)cc1Nc1ccnc2cc(-c3csc(C=O)n3)ccc12
6199,"N-(3-cyanophenyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)-4-biphenylcarboxamide",Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)Nc4cccc(C#N)c4)cc3)c2)o1
6200,"N-(cyclopropylmethyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-4-carboxamide",Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)NCC4CC4)cc3)c2)o1
6201,"N~3~-cyclopropyl-N~4~'-(cyclopropylmethyl)-6-methylbiphenyl-3,4'-dicarboxamide",Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1
6202,1-DECYL-3-TRIFLUORO ETHYL-SN-GLYCERO-2-PHOSPHOMETHANOL,CCCCCCCCCCOCC(COCC(F)(F)F)OP(=O)(O)OC
6203,"[4-(5-naphthalen-2-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid",O=C(O)Cc1ccc(-c2c[nH]c3ncc(-c4ccc5ccccc5c4)cc23)cc1
6205,"N~2~-1,3-BENZOXAZOL-2-YL-3-CYCLOHEXYL-N-{2-[(4-METHOXYPHENYL)AMINO]ETHYL}-L-ALANINAMIDE",COc1ccc(NCCNC(=O)C(CC2CCCCC2)Nc2nc3ccccc3o2)cc1
6206,"(E)-[4-(3,5-Difluorophenyl)-3H-pyrrolo[2,3-b]pyridin-3-ylidene](3-methoxyphenyl)methanol",COc1cccc(C(=O)c2c[nH]c3nccc(-c4cc(F)cc(F)c4)c23)c1
6207,Geranylgeranyl diphosphate,CC(C)=CCC/C(C)=C/CCC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
6208,(2S)-2-(4-ethylphenoxy)-3-phenylpropanoic acid,CCc1ccc(OC(Cc2ccccc2)C(=O)O)cc1
6209,5-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE,CC(C(=O)N1CCOCC1)N1CCC(NS(=O)(=O)c2cc3cc(Cl)ccc3s2)C1=O
6210,6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE,CC(C(=O)N1CCOCC1)N1CCC(NS(=O)(=O)c2cc3ccc(Cl)cc3s2)C1=O
6211,"2-fluoro-6-{[2-({2-methoxy-4-[(methylsulfonyl)methyl]phenyl}amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino}benzamide",COc1cc(CS(C)(=O)=O)ccc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1
6212,"(3,4,8b-Trimethyl-3-oxido-2,3a-dihydro-1H-pyrrolo[2,3-b]indol-3-ium-7-yl) N-(2-ethylphenyl)carbamate",CCc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)CC[N+](C)([O-])C1N2C
6213,6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-(4-MORPHOLINYL)-2-OXO ETHYL]-2-OXO-3-PYRROLIDINYL}-2-NAPHTHALENESULFONAMIDE,CC(C(=O)N1CCOCC1)N1CCC(NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O
6214,5-Chloro-N-{(3S)-1-[(2S)-1-(4-morpholinyl)-1-oxo-2-propanyl]-2-oxo-3-pyrrolidinyl}-1H-indole-2-sulfonamide,CC(C(=O)N1CCOCC1)N1CCC(NS(=O)(=O)c2cc3cc(Cl)ccc3[nH]2)C1=O
6215,S-NONYL-CYSTEINE,CCCCCCCCCSCC(N)C(=O)O
6216,"(1R,2S)-2-(5-thioxo-4,5-dihydro-1H-1,2,4-triazol-3-yl)cyclohexanecarboxylic acid",O=C(O)C1CCCC[C@@H]1c1n[nH]c(=S)[nH]1
6218,"1-(3,5-DICHLOROPHENYL)-5-METHYL-1H-1,2,4-TRIAZOLE-3-CARBOXYLIC ACID",Cc1nc(C(=O)O)nn1-c1cc(Cl)cc(Cl)c1
6219,"2-[4-[4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl]iminocyclohexa-2,5-dien-1-yl]acetonitrile",N#CCC1C=CC(=Nc2nc(Nc3cc(C4CC4)[nH]n3)c3ccccc3n2)C=C1
6220,N-METHYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE,CNCc1ccc(-c2ncnc3[nH]cnc23)cc1
6221,(S)-1-PHENYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE,N[C@@H](c1ccccc1)c1ccc(-c2ncnc3[nH]cnc23)cc1
6222,6-{4-[4-(4-CHLOROPHENYL)PIPERIDIN-4-YL]PHENYL}-9H-PURINE,Clc1ccc(C2(c3ccc(-c4ncnc5[nH]cnc45)cc3)CCNCC2)cc1
6223,(2R)-2-(4-chlorophenyl)-2-[4-(1H-pyrazol-4-yl)phenyl]ethanamine,NC[C@@H](c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1
6224,(2S)-2-(4-chlorophenyl)-2-[4-(1H-pyrazol-4-yl)phenyl]ethanamine,NC[C@H](c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1
6225,4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1
6226,(2R)-2-(4-CHLOROPHENYL)-2-PHENYLETHANAMINE,NC[C@H](c1ccccc1)c1ccc(Cl)cc1
6227,(2R)-N-hydroxy-3-naphthalen-2-yl-2-[(naphthalen-2-ylsulfonyl)amino]propanamide,O=S(=O)(NC(Cc1ccc2ccccc2c1)C(O)=NO)c1ccc2ccccc2c1
6228,"7-(1-ETHYL-PROPYL)-7H-PYRROLO-[3,2-F]QUINAZOLINE-1,3-DIAMINE",CCC(CC)n1ccc2c3c(N)nc(N)nc3ccc21
6229,2-chloro-5-nitro-N-phenylbenzamide,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl
6230,4-[(CYCLOPROPYLETHYNYL)OXY]-6-FLUORO-3-ISOPROPYLQUINOLIN-2(1H)-ONE,CC(C)c1c(OC#CC2CC2)c2cc(F)ccc2[nH]c1=O
6231,3-(1H-tetrazol-5-ylamino)cyclohex-2-en-1-one,O=C1CCCC(=Nc2nn[nH]n2)C1
6232,"(5S)-2-(Cyclooctylamino)-5-methyl-5-propyl-1,3-thiazol-4(5H)-one",CCC[C@]1(C)SC(=NC2CCCCCCC2)NC1=O
6233,6-CHLORO-4-(CYCLOHEXYLOXY)-3-PROPYLQUINOLIN-2(1H)-ONE,CCCc1c(OC2CCCCC2)c2cc(Cl)ccc2[nH]c1=O
6234,6-CHLORO-4-(CYCLOHEXYLSULFANYL)-3-PROPYLQUINOLIN-2(1H)-ONE,CCCc1c(SC2CCCCC2)c2cc(Cl)ccc2[nH]c1=O
6235,6-Chloro-4-[(R)-cyclohexylsulfinyl]-3-propyl-2(1H)-quinolinone,CCCc1c([S@+]([O-])C2CCCCC2)c2cc(Cl)ccc2[nH]c1=O
6236,Haloxyfop-P,CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O
6237,6-CHLORO-4-(CYCLOHEXYLOXY)-3-ISOPROPYLQUINOLIN-2(1H)-ONE,CC(C)c1c(OC2CCCCC2)c2cc(Cl)ccc2[nH]c1=O
6238,5-chloro-N-[(3R)-1-(2-{[2-fluoro-4-(2-oxopyridin-1(2H)-yl)phenyl]amino}-2-oxoethyl)pyrrolidin-3-yl]thiophene-2-carboxamide,O=C(CN1CC[C@@H](NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F
6239,Lauryl alcohol diphosphonic acid,CCCCCCCCCCCCO
6240,"(6S)-2-amino-6-(3'-methoxybiphenyl-3-yl)-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one",COc1cccc(-c2cccc([C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1
6241,"5-Chloro-thiophene-2-carboxylic acid ((3S,4S)-1-{[2-fluoro-4-(2-oxo-2H-pyridin-1-yl)-phenylcarbamoyl]-methyl}-4-hydroxy-pyrrolidin-3-yl)-amide",O=C(CN1C[C@H](NC(=O)c2ccc(Cl)s2)[C@@H](O)C1)Nc1ccc(-n2ccccc2=O)cc1F
6242,(S)-2-METHYL-1-[(4-METHYL-5-ISOQUINOLINE)SULFONYL]-HOMOPIPERAZINE,Cc1cncc2cccc(S(=O)(=O)N3CCCNC[C@@H]3C)c12
6243,"8-(6-BROMO-BENZO[1,3]DIOXOL-5-YLSULFANYL)-9-(3-ISOPROPYLAMINO-PROPYL)-ADENINE",CC(C)NCCCn1c(Sc2cc3c(cc2Br)OCO3)nc2c(N)ncnc21
6244,"N-[(1S)-1-{1-[(1R,3E)-1-ACETYLPENT-3-EN-1-YL]-1H-1,2,3-TRIAZOL-4-YL}-1,2-DIMETHYLPROPYL]BENZAMIDE",C/C=C/CC(C(C)=O)n1cc([C@@](C)(NC(=O)c2ccccc2)C(C)C)nn1
6245,"N-hydroxy-5-[(3-phenyl-5,6-dihydroimidazo[1,2-a]pyrazin-7(8H)-yl)carbonyl]thiophene-2-carboxamide",O=C(c1ccc(C(O)=NO)s1)N1CCn2c(-c3ccccc3)cnc2C1
6247,N-{[2-({[1-(4-CARBOXYBUTANOYL)AMINO]-2-PHENYLETHYL}-HYDROXYPHOSPHINYL)OXY]ACETYL}-2-PHENYLETHYLAMINE,O=C(O)CCCC(=O)N[C@H](Cc1ccccc1)P(=O)(O)OCC(=O)NCCc1ccccc1
6248,"4-{4-[2-(1A,7A-DIMETHYL-4-OXY-OCTAHYDRO-1-OXA-4-AZA-CYCLOPROPA[A]NAPHTHALEN-4-YL) -ACETYLAMINO]-PHENYLCARBAMOYL}-BUTYRIC ACID",CC12CC[C@@H]3[C@](C)(CCC[N@+]3([O-])CC(=O)Nc3ccc(NC(=O)CCCC(=O)O)cc3)[C@@H]1O2
6249,(2-AMINO-3-PHENYL-BICYCLO[2.2.1]HEPT-2-YL)-PHENYL-METHANONE,NC1(C(=O)c2ccccc2)C2CCC(C2)C1c1ccccc1
6250,Opaviraline,CCC1C(=O)Nc2ccc(F)cc2N1C(=O)OC(C)C
6251,Talviraline,COc1ccc2c(c1)N(C(=O)OC(C)C)C(CSC)C(=S)N2
6252,"(R)-1-(4-(4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl)benzyl)guanidine",N=C(N)NCc1ccc(B2OC[C@@H](CO)O2)cc1
6253,"3-(4-HYDROXYPHENYL)-4,5-DIHYDRO-5-ISOXAZOLE-ACETIC ACID METHYL ESTER",COC(=O)CC1CC(c2ccc(O)cc2)=NO1
6254,"(2S)-1-(Dimethylamino)-3-(4-{[4-(2-methylimidazo[1,2-a]pyridin-3-yl)-2-pyrimidinyl]amino}phenoxy)-2-propanol",Cc1nc2ccccn2c1-c1ccnc(Nc2ccc(OC[C@@H](O)CN(C)C)cc2)n1
6255,4-(2-HYDROXYPHENYLTHIO)-1-BUTENYLPHOSPHONIC ACID,O=P(O)(O)C=CCCSc1ccccc1O
6256,Estradiol hemisuccinate,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC(=O)O
6257,1-(2-HYDROXYETHYLOXYMETHYL)-6-PHENYL THIOTHYMINE,Cc1c(-c2ccccc2)n(COCCO)c(=S)[nH]c1=O
6258,PHENYL[1-(N-SUCCINYLAMINO)PENTYL]PHOSPHONATE,CCCC[C@H](NC(=O)CCC(=O)O)P(=O)(O)Oc1ccccc1
6259,4-(2-HYDROXY-4-FLUOROPHENYLTHIO)-BUTYLPHOSPHONIC ACID,O=P(O)(O)CCCCSc1ccc(F)cc1O
6260,ALPHA-HYDROXYFARNESYLPHOSPHONIC ACID,CC(C)=CCCC(C)=CCCC(C)C(=O)CP(=O)(O)O
6261,(2S)-hydroxy(4-hydroxyphenyl)ethanoic acid,O=C(O)C(O)c1ccc(O)cc1
6262,1-(HYDROXYMETHYLENEAMINO)-8-HYDROXY-OCTANE,O=CNCCCCCCCCO
6263,"(2R)-3-[(tetrahydroxyphosphoranyl)oxy]-1,2-propanediyl dibutanoate",CCCC(=O)OC[C@H](COP(O)(O)(O)O)OC(=O)CCC
6264,(2S) N-acetyl-L-alanyl-αL-phenylalanyl-chloroethylketone,CC(=O)NC(C)C(=O)C(Cl)C(C(=O)C(N)Cc1ccccc1)C(=O)C(C(=O)C(N)Cc1ccccc1)C(Cl)C(=O)C(C)NC(C)=O
6265,3-FORMYL-2-HYDROXY-5-METHYL-HEXANOIC ACID HYDROXYAMIDE,CC(C)CC(C=O)C(O)C(O)=NO
6266,5-CHLORO-6-METHYL-N-(2-PHENYLETHYL)-2-PYRIDIN-2-YLPYRIMIDIN-4-AMINE,Cc1nc(-c2ccccn2)nc(NCCc2ccccc2)c1Cl
